user_id,sex,city,constellation
637,1,6081949,白羊座
639,0,6411949,水瓶座
641,1,6281949,双鱼座
643,1,6081949,处女座
644,1,6411949,射手座
645,1,6281949,摩羯座
649,1,6301949,天秤座
656,0,6281949,狮子座
662,1,6411949,白羊座
664,1,6411949,摩羯座
668,0,6411949,水瓶座
673,0,6481949,白羊座
675,0,6412149,处女座
683,1,6581949,水瓶座
684,0,6412149,天秤座
687,0,6481949,巨蟹座
688,0,6281949,天秤座
693,0,6412149,摩羯座
698,0,6301949,巨蟹座
707,1,6412149,天蝎座
711,0,6301949,双鱼座
717,1,6412149,狮子座
724,0,6481949,水瓶座
738,0,6081949,巨蟹座
752,0,6481949,处女座
762,1,6481949,金牛座
765,0,6081949,白羊座
766,1,6081949,狮子座
774,1,6281949,天秤座
778,0,6281949,天蝎座
779,1,6412149,白羊座
783,1,6411949,巨蟹座
788,1,6581949,射手座
789,0,6411949,摩羯座
794,1,6301949,天秤座
800,0,6481949,水瓶座
802,1,6301949,双鱼座
809,0,6081949,巨蟹座
813,1,6081949,双鱼座
815,0,6481949,天蝎座
816,1,6581949,水瓶座
819,0,6411949,处女座
822,0,6281949,射手座
825,1,6081949,射手座
827,0,6281949,天蝎座
830,1,6281949,金牛座
832,1,6281949,水瓶座
836,1,6411949,射手座
838,0,6581949,金牛座
848,1,6411949,摩羯座
851,0,6412149,天秤座
852,0,6412149,狮子座
855,0,6481949,双鱼座
866,1,6301949,双鱼座
867,1,6411949,水瓶座
868,0,6481949,摩羯座
869,1,6411949,天秤座
871,0,6411949,巨蟹座
873,1,6281949,水瓶座
874,1,6412149,金牛座
875,1,6412149,射手座
882,1,6301949,双鱼座
884,0,6412149,天蝎座
893,0,6411949,白羊座
901,1,6081949,天蝎座
910,0,6281949,金牛座
913,0,6281949,双鱼座
914,1,6281949,天秤座
918,0,6411949,巨蟹座
936,0,6301949,天蝎座
937,1,6281949,射手座
956,1,6411949,双鱼座
973,1,6411949,摩羯座
977,1,6411949,双子座
981,0,6081949,射手座
988,1,6301949,金牛座
995,1,6301949,天秤座
1002,1,6281949,水瓶座
1005,0,6412149,摩羯座
1007,1,6281949,天蝎座
1011,0,6081949,处女座
1012,0,6081949,双子座
1019,1,6411949,水瓶座
1025,0,6411949,双鱼座
1027,1,6581949,水瓶座
1034,1,6081949,摩羯座
1044,1,6581949,天秤座
1062,0,6281949,狮子座
1067,1,6412149,天秤座
1076,0,6412149,处女座
1081,0,6081949,金牛座
1083,1,6481949,处女座
1086,0,6481949,双鱼座
1097,0,6412149,金牛座
1098,1,6081949,摩羯座
1102,1,6281949,白羊座
1105,1,6411949,摩羯座
1108,1,6281949,白羊座
1118,1,6581949,天秤座
1121,1,6281949,天蝎座
1122,1,6301949,摩羯座
1125,0,6581949,天秤座
1134,1,6412149,双鱼座
1150,1,6411949,白羊座
1155,1,6412149,射手座
1165,1,6411949,双鱼座
1177,0,6412149,摩羯座
1180,1,6411949,金牛座
1191,0,6281949,水瓶座
1192,1,6281949,摩羯座
1195,1,6412149,天秤座
1198,0,6412149,摩羯座
1226,1,6412149,金牛座
1237,0,6581949,巨蟹座
1240,0,6281949,水瓶座
1243,0,6481949,金牛座
1244,0,6281949,狮子座
1248,1,6412149,巨蟹座
1255,0,6281949,射手座
1279,0,6081949,处女座
1286,0,6281949,天秤座
1290,1,6301949,金牛座
1293,1,6581949,双鱼座
1301,0,6281949,摩羯座
1302,0,6411949,处女座
1305,0,6281949,摩羯座
1315,0,6281949,双子座
1316,1,6412149,双子座
1317,0,6412149,水瓶座
1321,0,6081949,天蝎座
1322,0,6081949,双子座
1325,0,6281949,狮子座
1326,0,6301949,巨蟹座
1327,0,6411949,处女座
1328,1,6411949,金牛座
1330,0,6481949,射手座
1333,1,6281949,金牛座
1334,0,6411949,双子座
1336,1,6081949,双子座
1340,0,6281949,双子座
1344,1,6412149,狮子座
1345,0,6081949,双子座
1346,1,6281949,处女座
1366,0,6281949,处女座
1372,0,6281949,水瓶座
1374,0,6412149,天蝎座
1382,0,6281949,金牛座
1384,0,6281949,摩羯座
1396,0,6412149,巨蟹座
1399,1,6411949,白羊座
1427,0,6081949,双鱼座
1431,1,6411949,射手座
1435,1,6411949,天秤座
1438,0,6081949,双子座
1442,0,6412149,巨蟹座
1445,0,6412149,天秤座
1448,0,6081949,巨蟹座
1465,1,6411949,水瓶座
1468,1,6581949,天秤座
1470,1,6412149,处女座
1472,1,6281949,白羊座
1473,1,6281949,巨蟹座
1481,0,6581949,水瓶座
1492,1,6411949,水瓶座
1497,1,6281949,双鱼座
1507,0,6081949,白羊座
1510,0,6081949,处女座
1511,0,6481949,双鱼座
1512,0,6411949,白羊座
1514,1,6281949,处女座
1518,0,6281949,水瓶座
1519,0,6411949,处女座
1521,1,6081949,白羊座
1523,1,6411949,水瓶座
1527,1,6081949,摩羯座
1537,0,6411949,水瓶座
1538,0,6301949,水瓶座
1540,0,6411949,天秤座
1541,0,6081949,双鱼座
1547,0,6412149,天秤座
1573,1,6581949,双鱼座
1574,1,6281949,巨蟹座
1575,1,6281949,双子座
1581,0,6412149,双鱼座
1588,1,6281949,双子座
1590,1,6411949,天蝎座
1595,1,6411949,处女座
1604,1,6412149,天蝎座
1605,0,6481949,水瓶座
1607,1,6081949,狮子座
1611,0,6411949,双鱼座
1613,1,6412149,巨蟹座
1617,1,6081949,狮子座
1624,0,6581949,狮子座
1630,0,6412149,摩羯座
1634,0,6281949,射手座
1653,1,6411949,处女座
1654,0,6581949,水瓶座
1655,1,6081949,双鱼座
1667,1,6081949,摩羯座
1668,0,6412149,双鱼座
1673,1,6581949,双子座
1679,0,6281949,射手座
1683,0,6301949,狮子座
1686,0,6281949,双鱼座
1694,0,6301949,金牛座
1695,0,6301949,双子座
1699,0,6412149,水瓶座
1702,1,6481949,金牛座
1704,1,6281949,金牛座
1707,1,6281949,天秤座
1708,1,6281949,天秤座
1711,0,6412149,天秤座
1717,1,6412149,双鱼座
1730,1,6411949,天秤座
1732,0,6081949,白羊座
1749,0,6581949,水瓶座
1763,1,6581949,天秤座
1770,0,6412149,水瓶座
1772,1,6411949,水瓶座
1780,0,6281949,狮子座
1782,1,6411949,双子座
1788,0,6281949,白羊座
1794,0,6081949,射手座
1808,1,6412149,狮子座
1809,1,6411949,天蝎座
1813,1,6411949,天秤座
1815,0,6412149,处女座
1817,1,6081949,射手座
1820,0,6281949,白羊座
1823,0,6301949,摩羯座
1826,0,6281949,天秤座
1852,1,6081949,双鱼座
1857,0,6281949,水瓶座
1858,0,6412149,白羊座
1859,1,6301949,处女座
1865,0,6081949,狮子座
1866,0,6411949,双子座
1867,1,6581949,天秤座
1868,0,6081949,摩羯座
1870,0,6481949,双子座
1879,1,6281949,双鱼座
1897,1,6412149,摩羯座
1899,1,6081949,水瓶座
1900,0,6281949,巨蟹座
1915,1,6412149,天秤座
1917,1,6281949,白羊座
1923,1,6581949,摩羯座
1935,0,6281949,金牛座
1936,1,6412149,摩羯座
1946,0,6412149,金牛座
1949,0,6081949,金牛座
1951,0,6412149,狮子座
1956,0,6281949,巨蟹座
1958,1,6411949,摩羯座
1974,0,6301949,双鱼座
1979,0,6301949,狮子座
1981,1,6281949,天蝎座
1984,1,6412149,摩羯座
1986,1,6412149,白羊座
1990,1,6281949,双鱼座
1997,1,6301949,双鱼座
2007,0,6412149,处女座
2014,0,6081949,天秤座
2016,1,6281949,金牛座
2032,0,6281949,巨蟹座
2036,1,6412149,白羊座
2042,1,6081949,金牛座
2049,0,6301949,射手座
2052,0,6411949,金牛座
2054,1,6411949,狮子座
2055,1,6411949,处女座
2058,0,6411949,天秤座
2066,0,6411949,摩羯座
2071,0,6481949,双子座
2079,0,6411949,水瓶座
2080,1,6281949,射手座
2085,0,6412149,天蝎座
2086,1,6412149,白羊座
2091,0,6411949,巨蟹座
2094,0,6411949,巨蟹座
2097,0,6281949,摩羯座
2098,1,6412149,白羊座
2099,0,6281949,金牛座
2102,0,6411949,天秤座
2103,1,6281949,射手座
2116,1,6412149,天秤座
2118,1,6581949,巨蟹座
2121,0,6281949,双鱼座
2128,0,6281949,巨蟹座
2135,0,6412149,水瓶座
2138,0,6281949,水瓶座
2141,1,6301949,天秤座
2148,1,6412149,天秤座
2149,0,6581949,摩羯座
2150,1,6281949,天蝎座
2152,1,6481949,处女座
2157,0,6412149,金牛座
2166,0,6081949,白羊座
2169,0,6412149,狮子座
2184,1,6481949,金牛座
2195,1,6411949,天蝎座
2198,0,6081949,白羊座
2199,0,6301949,巨蟹座
2205,0,6412149,狮子座
2208,0,6581949,双子座
2215,0,6481949,水瓶座
2217,1,6281949,白羊座
2219,0,6412149,天秤座
2220,0,6412149,金牛座
2229,0,6301949,白羊座
2252,0,6081949,白羊座
2259,1,6581949,处女座
2261,1,6081949,双鱼座
2263,1,6481949,白羊座
2268,0,6411949,双鱼座
2271,1,6281949,天秤座
2273,1,6301949,处女座
2280,1,6081949,天秤座
2295,1,6412149,天秤座
2300,0,6481949,双鱼座
2304,0,6411949,摩羯座
2305,0,6411949,摩羯座
2310,0,6281949,白羊座
2313,1,6281949,金牛座
2317,1,6281949,金牛座
2320,0,6481949,摩羯座
2324,0,6281949,巨蟹座
2325,1,6581949,双鱼座
2328,0,6081949,巨蟹座
2329,0,6281949,巨蟹座
2331,1,6411949,金牛座
2356,0,6412149,天秤座
2357,1,6081949,天秤座
2359,0,6412149,射手座
2360,0,6081949,狮子座
2361,1,6411949,巨蟹座
2369,0,6301949,天蝎座
2372,1,6412149,狮子座
2382,1,6581949,水瓶座
2390,1,6081949,天蝎座
2399,1,6281949,狮子座
2400,0,6411949,天蝎座
2403,1,6481949,天蝎座
2405,0,6081949,水瓶座
2406,1,6081949,处女座
2409,1,6412149,狮子座
2410,0,6412149,巨蟹座
2411,0,6301949,摩羯座
2415,0,6301949,狮子座
2420,1,6412149,天秤座
2421,0,6081949,巨蟹座
2422,0,6081949,处女座
2425,1,6581949,天秤座
2428,1,6411949,双子座
2429,0,6301949,射手座
2432,0,6412149,狮子座
2439,0,6301949,处女座
2443,1,6281949,射手座
2456,0,6281949,水瓶座
2462,0,6411949,双鱼座
2465,0,6281949,双鱼座
2466,1,6411949,水瓶座
2481,1,6411949,天秤座
2482,1,6412149,水瓶座
2484,0,6301949,巨蟹座
2485,1,6281949,巨蟹座
2491,1,6281949,水瓶座
2492,0,6581949,天蝎座
2498,0,6581949,金牛座
2501,0,6412149,白羊座
2504,0,6412149,双鱼座
2505,0,6581949,巨蟹座
2506,0,6301949,天蝎座
2510,1,6301949,射手座
2513,1,6281949,天秤座
2527,0,6412149,射手座
2531,0,6281949,水瓶座
2533,0,6301949,狮子座
2538,1,6301949,巨蟹座
2551,0,6281949,巨蟹座
2558,1,6581949,摩羯座
2559,1,6412149,狮子座
2560,1,6411949,金牛座
2563,0,6281949,天蝎座
2570,1,6301949,射手座
2571,1,6581949,射手座
2572,0,6301949,水瓶座
2573,1,6281949,摩羯座
2580,1,6581949,狮子座
2586,1,6412149,金牛座
2594,0,6281949,处女座
2601,1,6281949,天蝎座
2602,0,6411949,白羊座
2607,1,6081949,处女座
2608,1,6581949,巨蟹座
2612,0,6281949,双鱼座
2616,0,6412149,双鱼座
2621,0,6301949,金牛座
2622,1,6281949,巨蟹座
2624,1,6081949,双子座
2629,0,6412149,白羊座
2633,0,6581949,双子座
2634,1,6412149,狮子座
2641,0,6301949,白羊座
2647,1,6412149,射手座
2653,1,6411949,白羊座
2654,1,6281949,天蝎座
2659,0,6412149,射手座
2660,0,6281949,水瓶座
2669,1,6481949,处女座
2672,1,6301949,摩羯座
2675,1,6281949,天秤座
2676,0,6481949,狮子座
2681,0,6412149,双鱼座
2683,0,6281949,巨蟹座
2685,1,6281949,金牛座
2697,0,6281949,双鱼座
2706,0,6481949,天秤座
2717,0,6281949,射手座
2718,0,6411949,天蝎座
2719,1,6301949,金牛座
2728,1,6481949,水瓶座
2740,0,6081949,天秤座
2741,0,6411949,白羊座
2743,0,6081949,双鱼座
2750,1,6412149,天秤座
2751,1,6081949,天蝎座
2752,1,6581949,白羊座
2753,1,6412149,水瓶座
2765,1,6412149,巨蟹座
2769,1,6411949,射手座
2776,1,6411949,摩羯座
2777,1,6301949,射手座
2779,0,6481949,双鱼座
2781,1,6481949,天秤座
2790,0,6301949,金牛座
2797,1,6412149,摩羯座
2799,0,6301949,巨蟹座
2805,0,6281949,水瓶座
2820,0,6281949,狮子座
2824,0,6581949,天秤座
2825,1,6481949,双子座
2834,1,6281949,射手座
2835,0,6412149,水瓶座
2840,0,6281949,天蝎座
2844,0,6481949,白羊座
2849,1,6412149,狮子座
2853,1,6081949,处女座
2855,0,6081949,狮子座
2857,0,6301949,摩羯座
2859,0,6412149,天蝎座
2871,1,6412149,射手座
2877,1,6481949,射手座
2885,0,6281949,双子座
2886,0,6301949,金牛座
2888,0,6411949,处女座
2892,1,6481949,天秤座
2895,1,6412149,白羊座
2904,1,6411949,天秤座
2920,0,6481949,水瓶座
2938,1,6581949,双鱼座
2950,0,6281949,双子座
2961,0,6412149,双鱼座
2964,0,6411949,狮子座
2972,1,6581949,处女座
2976,1,6481949,双子座
2977,1,6281949,处女座
2979,0,6281949,双子座
2986,0,6281949,天蝎座
2989,0,6281949,狮子座
2992,0,6281949,处女座
2995,1,6411949,天蝎座
3009,1,6412149,天蝎座
3016,1,6411949,天秤座
3033,0,6081949,白羊座
3039,1,6301949,金牛座
3044,0,6081949,水瓶座
3045,0,6281949,天蝎座
3047,1,6081949,摩羯座
3048,0,6581949,水瓶座
3051,0,6081949,双子座
3056,0,6301949,巨蟹座
3059,1,6281949,双子座
3073,1,6281949,天秤座
3077,1,6412149,天蝎座
3085,1,6301949,狮子座
3088,1,6081949,水瓶座
3091,0,6081949,狮子座
3098,1,6081949,金牛座
3103,0,6281949,狮子座
3104,1,6411949,处女座
3108,1,6411949,天蝎座
3110,0,6281949,金牛座
3115,0,6412149,狮子座
3117,1,6412149,处女座
3118,1,6581949,双子座
3120,1,6411949,金牛座
3121,0,6581949,天蝎座
3125,1,6411949,摩羯座
3127,1,6281949,天秤座
3136,0,6411949,狮子座
3137,1,6411949,天秤座
3148,1,6412149,天蝎座
3155,1,6481949,巨蟹座
3158,0,6581949,金牛座
3163,1,6281949,水瓶座
3164,0,6412149,天秤座
3173,1,6411949,巨蟹座
3179,1,6081949,巨蟹座
3180,1,6281949,射手座
3181,1,6411949,双鱼座
3183,0,6481949,双鱼座
3191,1,6411949,巨蟹座
3196,0,6412149,处女座
3200,1,6412149,天蝎座
3202,0,6412149,射手座
3204,1,6581949,双鱼座
3205,1,6081949,天秤座
3214,0,6301949,摩羯座
3221,0,6411949,金牛座
3222,0,6301949,天秤座
3224,1,6281949,天蝎座
3231,1,6281949,天秤座
3236,0,6081949,天秤座
3237,1,6581949,摩羯座
3245,1,6281949,水瓶座
3250,1,6081949,天秤座
3261,0,6081949,天蝎座
3263,0,6411949,水瓶座
3268,0,6412149,处女座
3270,0,6281949,摩羯座
3277,1,6081949,巨蟹座
3280,1,6412149,射手座
3284,1,6281949,狮子座
3292,0,6081949,双鱼座
3296,0,6281949,天秤座
3297,0,6412149,白羊座
3301,1,6411949,水瓶座
3309,1,6412149,射手座
3310,0,6411949,天蝎座
3311,0,6281949,金牛座
3312,1,6081949,白羊座
3316,0,6281949,双子座
3317,1,6412149,双鱼座
3323,1,6301949,巨蟹座
3333,1,6281949,双子座
3337,1,6411949,天蝎座
3351,0,6581949,天秤座
3352,1,6412149,水瓶座
3356,0,6281949,天秤座
3371,1,6581949,白羊座
3374,0,6281949,处女座
3375,0,6281949,双子座
3393,1,6411949,双子座
3404,1,6081949,水瓶座
3412,1,6081949,双鱼座
3414,0,6412149,双子座
3415,0,6081949,双子座
3419,1,6481949,射手座
3424,1,6281949,射手座
3425,0,6081949,天蝎座
3439,1,6301949,巨蟹座
3440,1,6081949,天蝎座
3445,1,6301949,天秤座
3465,0,6481949,狮子座
3470,0,6281949,天蝎座
3475,1,6081949,白羊座
3478,1,6481949,射手座
3488,0,6481949,天秤座
3516,1,6281949,天蝎座
3517,1,6081949,双子座
3523,0,6081949,摩羯座
3524,1,6081949,摩羯座
3526,1,6081949,处女座
3530,1,6301949,天蝎座
3551,1,6281949,双子座
3555,0,6281949,金牛座
3556,0,6281949,双鱼座
3559,0,6481949,处女座
3560,1,6281949,双子座
3561,0,6581949,射手座
3580,1,6411949,金牛座
3591,0,6411949,天秤座
3598,1,6412149,处女座
3601,1,6411949,金牛座
3609,1,6411949,天蝎座
3615,1,6412149,巨蟹座
3625,0,6081949,双子座
3631,1,6481949,金牛座
3633,1,6301949,天蝎座
3638,1,6081949,射手座
3647,0,6581949,天秤座
3660,1,6411949,巨蟹座
3664,1,6581949,金牛座
3667,1,6481949,水瓶座
3670,0,6412149,射手座
3671,0,6301949,双子座
3673,1,6411949,处女座
3677,0,6412149,白羊座
3678,1,6411949,金牛座
3683,1,6411949,双子座
3701,1,6412149,水瓶座
3710,1,6411949,天秤座
3717,1,6301949,处女座
3719,1,6281949,双子座
3721,1,6281949,射手座
3723,1,6281949,摩羯座
3724,1,6412149,天蝎座
3728,0,6301949,天蝎座
3729,0,6281949,巨蟹座
3730,0,6301949,射手座
3731,1,6281949,摩羯座
3734,0,6412149,处女座
3738,0,6481949,狮子座
3739,1,6301949,水瓶座
3742,1,6301949,水瓶座
3746,0,6412149,白羊座
3748,0,6481949,双鱼座
3766,0,6411949,狮子座
3769,0,6281949,金牛座
3774,1,6081949,天秤座
3775,0,6081949,天秤座
3779,1,6281949,狮子座
3787,1,6412149,摩羯座
3789,0,6412149,处女座
3790,1,6281949,双鱼座
3797,1,6581949,水瓶座
3801,0,6412149,天秤座
3803,1,6081949,天蝎座
3813,0,6301949,天秤座
3818,0,6301949,巨蟹座
3819,0,6481949,巨蟹座
3829,0,6411949,射手座
3833,0,6301949,水瓶座
3838,1,6281949,巨蟹座
3844,1,6581949,白羊座
3845,1,6412149,双鱼座
3852,1,6281949,双鱼座
3858,1,6301949,摩羯座
3859,1,6281949,处女座
3875,1,6411949,天蝎座
3876,0,6411949,白羊座
3879,1,6411949,狮子座
3880,0,6412149,处女座
3882,1,6301949,双鱼座
3884,0,6281949,摩羯座
3887,1,6412149,白羊座
3893,0,6412149,双子座
3907,0,6411949,双子座
3922,0,6281949,双子座
3933,0,6281949,狮子座
3942,1,6412149,双鱼座
3943,1,6281949,摩羯座
3945,1,6481949,处女座
3957,0,6411949,狮子座
3971,0,6081949,水瓶座
3977,1,6411949,摩羯座
3980,1,6581949,射手座
3982,1,6581949,天蝎座
3986,0,6081949,巨蟹座
3991,1,6412149,水瓶座
3993,1,6081949,双鱼座
3994,1,6411949,天秤座
3999,1,6412149,白羊座
4005,1,6581949,金牛座
4010,1,6412149,双鱼座
4013,0,6411949,双鱼座
4017,0,6281949,射手座
4019,1,6281949,天蝎座
4024,1,6411949,狮子座
4029,0,6301949,天蝎座
4038,1,6581949,天蝎座
4042,0,6301949,金牛座
4045,0,6412149,摩羯座
4049,0,6281949,射手座
4059,1,6412149,天蝎座
4061,0,6301949,天蝎座
4070,1,6081949,天蝎座
4078,0,6081949,双鱼座
4079,0,6081949,金牛座
4088,0,6281949,射手座
4090,0,6281949,天蝎座
4103,0,6581949,射手座
4104,1,6281949,双鱼座
4108,0,6081949,水瓶座
4112,0,6581949,金牛座
4122,0,6281949,巨蟹座
4127,1,6412149,处女座
4141,0,6411949,双子座
4142,0,6412149,水瓶座
4145,1,6081949,金牛座
4147,0,6281949,摩羯座
4149,0,6481949,射手座
4152,1,6481949,摩羯座
4158,0,6281949,天蝎座
4159,0,6481949,水瓶座
4166,1,6411949,天秤座
4173,1,6481949,水瓶座
4184,1,6481949,射手座
4187,0,6281949,水瓶座
4188,0,6412149,双子座
4189,1,6412149,双子座
4196,1,6081949,天蝎座
4198,0,6581949,狮子座
4215,1,6281949,射手座
4225,0,6281949,天蝎座
4227,0,6481949,金牛座
4233,0,6281949,水瓶座
4239,0,6281949,金牛座
4241,1,6301949,摩羯座
4242,1,6412149,金牛座
4243,1,6281949,天秤座
4244,1,6081949,白羊座
4245,1,6281949,处女座
4254,0,6081949,天秤座
4256,0,6281949,白羊座
4258,1,6081949,处女座
4270,1,6281949,双子座
4273,1,6412149,天蝎座
4275,0,6481949,水瓶座
4280,0,6281949,天秤座
4282,0,6081949,摩羯座
4285,0,6301949,水瓶座
4286,1,6412149,双子座
4294,1,6281949,巨蟹座
4295,0,6081949,双子座
4303,0,6481949,天蝎座
4305,0,6281949,射手座
4310,1,6481949,射手座
4313,1,6281949,处女座
4316,1,6301949,水瓶座
4318,0,6281949,射手座
4321,0,6281949,双子座
4323,1,6412149,水瓶座
4325,1,6081949,双子座
4330,0,6481949,摩羯座
4340,1,6081949,双子座
4344,1,6411949,天蝎座
4347,0,6481949,白羊座
4360,1,6581949,巨蟹座
4362,1,6581949,白羊座
4365,1,6411949,巨蟹座
4374,1,6301949,巨蟹座
4375,1,6412149,白羊座
4377,0,6281949,金牛座
4389,1,6412149,水瓶座
4391,1,6411949,天蝎座
4392,1,6581949,射手座
4395,0,6481949,狮子座
4397,1,6081949,狮子座
4405,0,6581949,狮子座
4411,1,6301949,射手座
4420,1,6281949,摩羯座
4423,1,6411949,狮子座
4424,1,6581949,金牛座
4425,1,6081949,金牛座
4426,1,6481949,双鱼座
4428,0,6412149,狮子座
4433,0,6281949,处女座
4435,1,6281949,天秤座
4440,0,6411949,双鱼座
4441,0,6081949,天秤座
4444,0,6412149,处女座
4445,1,6281949,双鱼座
4446,1,6481949,天秤座
4449,1,6281949,射手座
4456,0,6081949,狮子座
4460,1,6481949,天蝎座
4464,0,6281949,摩羯座
4465,1,6411949,双子座
4470,1,6411949,摩羯座
4472,0,6412149,天蝎座
4473,0,6412149,双鱼座
4478,1,6281949,白羊座
4486,0,6411949,射手座
4490,1,6411949,双子座
4496,1,6281949,处女座
4504,1,6411949,射手座
4516,0,6081949,双鱼座
4521,0,6411949,天秤座
4525,1,6581949,金牛座
4532,1,6412149,摩羯座
4538,0,6481949,双子座
4539,0,6481949,金牛座
4545,0,6301949,双鱼座
4551,0,6301949,摩羯座
4553,1,6481949,摩羯座
4560,0,6081949,白羊座
4569,0,6412149,射手座
4579,0,6411949,天秤座
4583,0,6411949,狮子座
4589,1,6412149,白羊座
4600,1,6281949,天秤座
4603,0,6301949,水瓶座
4607,1,6301949,狮子座
4614,0,6412149,射手座
4616,1,6281949,处女座
4618,0,6581949,天蝎座
4621,1,6481949,双鱼座
4626,1,6412149,狮子座
4630,0,6081949,水瓶座
4635,1,6411949,处女座
4637,0,6301949,天秤座
4642,0,6481949,摩羯座
4643,0,6281949,双子座
4645,0,6081949,天蝎座
4651,0,6281949,水瓶座
4653,1,6412149,天蝎座
4655,0,6281949,摩羯座
4659,0,6581949,天蝎座
4660,1,6411949,白羊座
4661,1,6281949,天秤座
4662,0,6411949,射手座
4664,0,6481949,巨蟹座
4673,0,6411949,白羊座
4680,1,6411949,双鱼座
4683,1,6581949,射手座
4684,0,6411949,金牛座
4694,0,6081949,双鱼座
4697,1,6281949,天秤座
4699,0,6281949,射手座
4700,0,6081949,摩羯座
4705,0,6281949,天秤座
4706,1,6281949,天秤座
4707,0,6301949,天蝎座
4709,0,6411949,双子座
4712,1,6412149,天秤座
4713,1,6081949,射手座
4736,1,6081949,摩羯座
4746,0,6081949,处女座
4747,1,6081949,巨蟹座
4751,0,6481949,狮子座
4756,1,6281949,金牛座
4759,1,6281949,双子座
4764,0,6481949,巨蟹座
4769,0,6412149,巨蟹座
4775,1,6081949,金牛座
4784,0,6081949,双子座
4791,0,6281949,天秤座
4807,0,6281949,狮子座
4816,1,6081949,水瓶座
4823,0,6081949,水瓶座
4825,1,6281949,双子座
4831,0,6411949,狮子座
